dep_hour,o_min_vis,o_vol,o_fog,o_change,arr_hour,d_min_vis,d_vol,d_fog,d_change,delay
18,7.56,0.89,0.04,0.47,19,6.9,0.45,0.42,0.12,0
2,7.26,0.47,0.97,0.07,5,6.21,0.95,0.21,0.68,0
21,2.96,0.88,0.38,0.39,0,4.9,0.11,0.04,0.43,0
5,9.05,0.05,0.26,0.37,8,6.96,0.51,0.4,0.86,1
4,8.66,0.98,0.02,0.38,6,7.95,0.72,0.62,0.48,0
9,1.4,0.06,0.51,0.94,12,2.15,0.29,0.14,0.72,0
14,0.72,0.5,0.28,0.72,16,4.21,0.99,0.64,0.03,0
21,8.0,0.61,0.14,0.08,22,4.37,0.11,0.24,0.27,0
12,6.06,0.54,0.75,0.67,15,7.23,0.41,0.42,0.55,0
13,7.04,0.17,0.96,0.96,17,8.61,0.04,0.38,0.06,1
0,0.29,0.57,0.38,0.24,3,5.76,0.48,0.19,0.29,0
12,7.58,0.98,0.56,0.26,13,4.47,0.02,0.74,0.57,0
9,2.89,0.11,0.97,0.82,12,3.8,0.85,0.09,0.96,0
5,5.86,0.18,0.37,0.11,7,6.77,0.85,0.48,0.38,1
3,3.43,0.81,0.71,0.97,7,4.62,0.38,0.48,0.03,0
23,6.22,0.85,0.54,0.93,0,0.67,0.02,0.34,0.51,0
5,6.03,0.24,0.27,0.78,6,0.38,0.96,0.37,0.06,1
3,7.66,0.44,0.39,0.87,4,4.94,0.19,0.27,0.16,0
0,9.61,0.52,0.12,0.1,2,6.78,0.35,0.88,0.99,0
5,5.87,0.69,0.27,0.79,8,2.67,0.72,0.4,0.93,0
18,6.95,0.13,0.88,0.49,20,3.88,0.68,0.82,0.39,1
17,3.52,0.88,0.69,0.12,19,2.23,0.81,0.8,0.71,0
23,7.81,0.08,0.17,0.53,0,0.43,0.41,0.81,0.45,1
3,3.43,0.96,0.72,0.44,5,2.0,0.98,0.15,0.06,0
14,7.48,0.43,0.57,0.37,15,1.91,0.48,0.49,0.19,0
23,6.03,0.7,0.71,0.75,1,9.53,0.62,0.76,0.81,0
2,1.48,0.09,0.99,0.48,6,1.85,0.43,0.07,0.49,0
5,0.58,0.14,0.29,0.04,9,1.7,0.16,0.02,0.21,0
0,3.07,0.23,0.12,0.58,1,5.38,0.83,0.26,0.07,1
2,7.08,0.52,0.17,0.05,3,8.23,0.08,0.59,0.14,0
5,9.3,0.07,0.91,0.97,9,0.46,0.14,0.23,0.47,1
23,0.19,0.94,0.81,0.74,0,6.19,0.28,0.72,0.88,0
14,1.53,0.25,0.97,0.59,17,9.87,0.19,0.52,0.85,0
22,6.29,0.26,0.54,0.64,2,8.1,0.12,0.58,0.25,0
6,2.59,0.18,0.72,0.65,9,9.54,0.79,0.91,0.01,1
3,1.01,0.0,0.52,0.45,7,5.38,0.24,0.34,0.84,0
19,2.91,0.82,0.7,0.56,23,4.51,0.13,0.82,0.25,1
10,9.46,0.76,0.55,0.74,12,7.95,0.54,0.37,0.13,1
22,0.16,0.92,0.94,0.79,23,1.55,0.97,0.52,0.87,0
9,5.83,0.99,0.09,0.56,13,0.93,0.97,0.88,0.7,1
9,7.15,0.02,0.05,0.27,10,2.82,0.12,0.69,0.29,1
23,3.83,0.96,0.07,0.8,0,6.19,0.11,0.65,0.78,0
9,9.7,0.16,0.86,0.84,11,9.23,0.12,0.22,0.38,0
9,9.13,0.69,0.02,0.53,13,3.56,0.34,0.65,0.56,0
6,6.69,0.93,0.72,1.0,9,9.16,0.98,0.11,0.19,0
13,9.08,0.2,0.24,0.28,16,5.69,0.35,0.12,0.62,0
21,8.13,0.47,0.8,0.76,1,3.11,0.92,1.0,0.86,1
8,4.68,0.11,0.38,0.62,10,3.2,0.28,0.36,0.73,0
5,0.23,0.2,0.27,0.43,8,6.0,0.3,0.37,0.27,0
12,1.54,0.22,0.52,0.4,15,2.36,0.87,0.95,0.03,0
17,1.79,0.65,0.57,0.73,21,7.3,0.92,0.04,0.03,0
20,4.5,0.83,0.67,0.54,23,6.69,0.41,0.05,0.55,0
7,6.79,0.98,0.69,0.59,11,9.46,0.03,0.97,0.75,0
1,6.46,0.91,0.24,0.04,4,8.08,0.51,0.53,0.59,0
7,1.69,0.53,0.35,0.86,9,9.12,0.82,0.23,0.41,1
5,3.39,0.87,0.73,0.09,7,6.32,0.66,1.0,0.11,0
17,2.52,0.81,0.32,0.02,18,4.56,0.61,0.35,0.64,0
20,6.69,0.71,0.38,0.24,0,9.03,0.04,0.26,0.58,0
12,7.27,0.2,0.79,0.39,15,8.6,0.27,0.51,0.61,0
15,2.52,0.94,0.04,0.73,17,2.76,0.1,0.67,0.81,1
20,3.69,0.74,0.83,0.98,22,9.09,0.63,0.81,0.8,0
0,0.94,0.59,0.13,0.49,1,7.24,0.1,0.5,0.66,0
13,6.53,0.45,0.49,0.63,17,7.68,0.24,0.66,0.2,1
2,2.4,0.96,0.86,0.35,5,2.66,0.74,0.13,0.68,0
12,0.4,0.61,0.31,0.91,16,7.77,0.0,0.95,0.92,1
19,3.77,0.1,0.1,0.1,21,7.87,0.37,0.82,0.3,0
19,3.38,0.01,0.25,0.56,23,2.74,0.27,0.86,0.91,1
14,3.64,0.43,0.88,0.07,18,2.5,0.02,0.98,0.75,0
0,0.3,0.09,0.03,0.43,3,5.96,0.81,0.17,0.1,0
5,5.94,0.22,0.17,0.02,6,9.25,0.3,0.86,0.08,1
14,7.29,0.47,0.29,0.67,18,2.43,0.45,0.21,0.72,0
3,3.93,0.07,0.44,0.25,5,5.0,0.91,0.59,0.21,0
5,5.36,0.87,0.81,0.32,8,7.38,0.57,0.12,0.27,1
1,2.44,0.49,0.89,0.24,4,9.85,0.51,0.56,0.4,0
20,9.29,0.3,0.74,0.36,21,8.09,0.69,0.57,0.68,0
15,7.01,0.57,0.05,0.33,18,3.59,0.02,0.55,0.87,0
9,2.75,0.01,0.32,0.71,12,6.47,0.97,0.6,0.34,0
8,4.14,0.5,0.06,0.55,12,9.47,0.4,0.24,0.31,0
7,3.11,0.03,0.46,0.36,10,6.36,0.68,0.12,0.28,0
0,6.32,0.43,0.24,0.54,2,3.03,0.15,0.1,0.03,1
16,6.3,0.83,0.78,0.29,17,0.31,0.36,0.91,0.63,1
13,9.12,0.2,0.6,0.42,17,8.67,0.37,0.32,0.45,0
1,3.62,0.64,0.19,1.0,4,8.06,0.19,0.6,0.63,0
4,7.2,0.56,0.12,0.96,5,0.45,0.54,0.47,0.93,0
0,9.47,0.74,0.78,0.56,1,7.85,0.52,0.86,0.69,1
0,8.63,0.94,0.51,0.51,4,9.31,0.82,0.94,0.43,1
7,6.66,0.49,0.79,0.61,8,0.49,0.84,0.27,0.36,0
8,9.63,0.52,0.52,0.48,12,2.49,0.88,0.25,0.32,0
11,0.95,0.91,0.77,0.67,12,3.72,0.28,0.41,0.87,0
7,1.67,0.11,0.72,0.14,8,6.58,0.96,0.86,0.06,0
11,6.91,0.36,0.05,0.1,14,5.46,0.83,0.93,0.47,0
2,1.63,0.79,0.14,0.31,5,4.15,0.48,0.71,0.83,1
2,5.04,0.05,0.89,0.64,3,3.96,0.28,0.1,0.93,0
16,9.44,0.27,0.37,0.49,19,7.46,0.09,0.49,0.58,0
7,1.79,0.36,0.34,0.22,11,2.12,0.2,0.26,0.85,0
19,0.3,0.83,0.75,0.92,20,1.73,0.18,0.91,0.07,0
0,9.62,0.99,0.13,0.67,4,3.74,0.76,0.54,0.3,0
16,5.04,0.17,0.48,0.73,19,9.96,0.49,0.77,1.0,0
19,0.6,0.74,0.29,0.86,22,5.59,0.56,0.96,0.09,0
2,5.27,0.29,0.59,0.85,6,6.3,0.9,0.6,0.08,0
22,4.54,0.59,0.09,0.35,0,9.16,0.34,0.59,0.24,0
1,0.51,0.85,0.51,0.7,5,8.42,0.91,0.55,0.75,0
14,2.81,0.91,0.94,0.39,16,2.13,0.66,0.38,0.48,0
18,2.53,0.08,0.07,0.78,19,1.31,0.17,0.07,0.86,0
18,9.38,0.53,0.16,0.43,21,9.75,0.56,0.41,0.03,0
7,2.41,0.37,0.07,0.66,9,3.32,0.17,0.32,0.26,0
14,2.13,0.47,0.55,0.1,15,8.19,0.82,0.99,0.65,1
1,1.92,0.51,0.29,0.28,5,9.49,0.44,0.44,0.28,0
11,9.99,0.44,0.95,0.76,12,1.98,0.07,0.34,0.98,0
11,5.33,0.96,0.37,0.56,15,4.24,0.93,0.97,0.78,0
2,1.49,0.56,0.25,0.08,6,2.21,0.05,0.11,0.87,0
5,8.17,0.13,0.96,0.8,7,8.0,0.33,0.95,0.56,0
12,7.94,0.88,0.1,0.66,15,7.83,0.27,0.01,0.52,0
0,7.7,0.02,0.98,0.47,3,6.18,0.69,0.7,0.59,0
18,3.32,0.58,0.08,0.1,22,5.58,0.5,0.98,0.66,0
2,4.5,0.26,0.58,0.68,5,4.25,0.49,0.42,0.32,0
16,4.33,0.81,0.55,0.33,20,7.33,0.55,0.02,0.97,0
4,4.71,0.3,0.06,0.87,7,3.4,0.92,0.93,0.08,0
16,0.94,0.54,0.64,0.08,19,6.8,0.77,0.49,0.84,0
1,1.21,0.25,0.9,0.86,4,4.56,0.46,0.1,0.95,0
4,0.98,0.78,0.2,0.73,6,9.64,0.69,0.56,0.61,0
19,4.65,0.97,0.81,0.64,22,6.14,0.35,0.02,0.11,0
2,1.73,0.27,0.63,0.06,4,2.25,0.76,0.81,0.54,0
6,9.03,0.73,0.39,0.82,7,2.79,0.57,0.87,0.88,1
18,1.55,0.78,0.57,1.0,20,3.6,0.44,0.17,0.86,0
11,1.85,0.44,0.44,0.14,13,9.71,0.43,0.46,0.97,0
11,2.18,0.02,0.46,0.67,15,4.75,0.26,0.98,0.83,0
22,0.09,0.4,0.82,0.56,0,5.19,0.86,0.92,0.05,1
15,5.86,0.14,0.72,0.76,17,9.11,0.94,0.43,0.95,0
19,0.41,0.76,0.45,0.0,20,6.94,0.53,0.54,0.71,0
18,0.08,0.56,0.88,0.48,22,8.62,0.32,0.17,0.74,0
9,0.92,0.92,0.13,0.57,11,8.12,0.09,0.9,1.0,1
1,5.91,1.0,0.34,0.78,2,7.35,0.15,0.02,0.59,0
16,9.44,0.06,0.78,0.19,17,9.15,0.1,0.82,0.78,1
10,3.49,0.79,0.79,0.13,13,4.97,0.36,0.89,0.54,0
17,5.97,0.49,0.51,0.68,18,7.91,0.42,0.44,0.55,0
17,9.71,0.25,0.82,0.01,21,4.11,0.96,0.09,0.7,0
15,1.43,0.36,0.82,0.54,18,8.02,0.91,0.97,0.41,0
8,0.3,0.07,0.67,0.81,11,1.61,0.64,0.7,0.99,1
22,0.58,0.4,0.74,0.02,2,9.38,0.4,0.65,0.72,0
12,4.72,0.73,0.16,0.38,15,0.74,0.31,0.81,0.92,1
5,7.48,0.99,0.0,0.34,8,4.38,0.53,0.39,0.15,0
3,1.77,0.28,1.0,0.46,7,7.82,0.8,0.67,0.07,0
1,9.15,0.31,0.39,0.02,5,4.46,0.93,0.73,0.48,1
13,2.04,0.7,0.85,0.07,17,1.49,0.09,0.28,0.46,0
7,6.65,0.82,0.6,0.83,11,0.15,0.06,0.52,0.22,1
3,7.29,0.14,0.49,0.42,5,9.0,0.67,0.57,0.13,0
3,7.26,0.29,0.79,0.28,7,5.03,0.95,0.57,0.82,0
20,7.88,0.9,0.71,0.36,23,3.11,0.92,0.22,0.48,0
2,7.33,0.04,0.21,0.35,4,9.49,0.36,0.58,0.71,0
10,4.63,0.42,0.38,0.42,14,3.8,0.94,0.8,0.96,1
22,3.96,0.58,0.99,0.73,23,2.82,0.01,0.17,0.78,0
22,7.44,0.2,0.14,0.68,1,7.23,0.29,0.63,0.12,0
9,3.19,0.62,0.84,0.33,11,5.05,0.76,0.96,0.19,1
12,3.26,0.67,0.54,0.23,13,4.16,0.2,0.46,0.75,0
17,7.67,0.09,0.54,0.5,19,0.41,0.9,0.33,0.66,0
8,1.17,0.91,0.98,0.04,11,7.27,0.61,0.3,0.97,1
21,5.88,0.0,0.19,0.79,0,1.49,0.76,0.84,0.36,1
19,5.73,0.17,0.27,0.61,22,4.42,0.43,0.34,0.91,0
3,1.14,0.47,0.0,0.13,4,0.49,0.25,0.69,0.2,1
9,9.75,0.7,0.62,0.47,12,1.6,0.07,0.42,0.07,0
3,1.04,0.95,0.29,0.99,4,5.55,0.95,0.38,0.12,0
3,2.13,0.83,0.89,0.35,6,8.66,0.36,0.63,0.6,0
6,1.56,0.2,0.86,0.78,7,9.7,0.9,0.18,0.2,0
22,1.32,0.6,0.96,0.92,2,8.06,0.97,0.08,0.23,0
0,0.07,0.84,0.29,0.73,4,6.97,0.01,0.72,0.55,1
14,2.24,0.2,0.91,0.03,17,3.0,0.11,0.2,0.69,0
22,9.52,0.91,0.28,0.87,0,3.53,0.5,0.67,0.45,0
4,9.59,0.26,0.74,0.51,7,5.61,0.97,0.91,0.81,0
21,7.68,0.49,0.0,0.34,0,4.82,0.21,0.7,0.6,1
8,3.89,0.8,0.39,0.4,11,1.98,0.91,0.21,0.6,0
16,2.51,0.54,0.46,0.31,20,0.28,0.67,0.18,0.29,1
23,8.96,0.23,0.26,0.9,1,9.86,0.51,0.75,0.15,0
3,8.85,0.37,0.62,0.81,6,0.19,0.05,0.56,0.46,0
0,2.84,0.08,0.24,0.5,4,9.76,0.16,0.85,0.79,0
4,8.91,0.77,0.41,0.52,6,2.19,0.59,0.59,0.22,0
19,0.31,0.7,0.87,0.2,23,7.05,0.23,0.11,0.14,0
23,2.82,0.79,0.8,0.42,3,6.81,0.81,0.86,0.66,1
17,5.07,0.83,0.36,0.18,21,5.99,0.6,0.31,0.52,0
20,2.98,0.97,0.28,0.83,0,8.94,0.46,0.12,0.73,0
20,6.26,0.59,0.11,0.72,21,4.02,0.31,0.45,0.16,0
9,0.48,0.77,0.8,0.45,12,6.98,0.56,0.97,0.09,0
15,3.56,0.86,0.13,0.66,17,2.62,0.26,0.73,0.95,0
16,2.68,0.33,0.94,0.98,17,9.27,0.87,0.61,0.37,0
21,9.03,0.75,0.64,0.31,1,4.46,0.37,0.42,0.73,0
16,7.85,0.47,0.3,0.04,18,1.68,0.86,0.76,0.66,1
16,1.15,0.96,0.01,0.93,18,9.79,0.98,0.51,0.78,0
20,9.87,0.62,0.33,0.62,0,8.58,0.9,0.96,0.63,0
8,3.69,0.51,0.47,0.23,9,7.67,0.6,0.79,0.57,0
16,7.77,0.36,0.85,0.6,19,6.13,0.48,0.03,0.36,0
11,9.14,0.84,0.14,0.84,14,3.25,0.73,0.5,0.9,1
18,1.9,0.5,0.69,0.68,19,4.05,0.24,0.65,0.68,0
20,7.48,0.15,0.05,0.63,0,4.43,0.61,0.86,0.35,1
15,1.93,0.6,0.37,0.83,19,3.96,0.41,0.07,0.35,0
15,7.97,0.74,0.21,0.28,18,4.94,0.24,0.02,0.41,0
13,1.32,0.63,0.45,0.12,14,4.59,0.93,0.26,0.96,1
2,3.35,0.33,0.19,0.51,6,4.72,0.73,0.45,0.46,1
7,0.94,0.76,0.87,0.94,10,5.59,0.8,0.45,0.84,0
18,6.73,0.69,0.44,0.34,21,8.46,0.99,0.6,0.05,0
8,8.03,0.69,0.66,0.07,9,1.78,0.32,0.8,0.97,0
10,1.86,0.88,0.63,0.79,13,9.48,0.56,0.68,0.18,1
3,9.25,0.89,0.97,0.89,5,5.97,0.19,0.07,0.43,0
3,8.05,0.15,0.76,0.87,6,2.67,0.79,0.05,0.81,0
15,9.05,0.86,0.49,0.95,16,3.87,0.81,0.01,0.87,0
0,0.58,0.34,0.88,0.71,4,2.93,0.35,0.09,0.23,0
22,6.61,0.73,0.04,0.62,23,2.77,0.91,0.99,0.89,1
3,1.94,0.15,0.29,0.11,7,9.03,0.36,0.16,0.65,0
8,2.97,0.55,0.93,0.14,9,7.33,0.57,0.87,0.38,1
20,4.74,0.54,0.85,0.73,22,9.51,0.41,0.5,0.32,1
19,3.28,0.41,0.63,0.27,22,0.56,0.61,0.22,0.08,0
18,3.34,0.1,0.97,0.24,22,7.49,0.87,0.82,0.98,1
19,0.1,0.65,0.55,0.33,21,8.58,0.5,0.25,0.65,0
7,4.83,0.88,0.11,1.0,8,3.13,0.39,0.33,0.69,0
4,0.18,0.08,0.08,0.25,8,4.12,0.62,0.07,0.51,0
22,6.97,0.76,0.47,0.06,23,1.15,0.28,0.0,0.65,0
8,3.19,0.88,0.77,0.84,11,1.38,0.41,0.13,0.97,0
21,0.8,0.88,0.01,0.27,0,7.28,0.68,0.13,0.35,1
4,4.1,0.36,0.3,0.43,5,6.82,0.87,0.85,0.01,1
16,6.44,0.3,0.79,0.31,20,4.61,0.45,0.16,0.51,0
18,0.83,0.76,0.56,0.36,20,5.39,0.07,0.04,0.93,0
22,5.93,0.98,0.72,0.24,23,9.58,0.45,0.09,0.01,1
22,7.84,0.98,0.32,0.91,0,2.23,0.33,0.54,0.11,0
20,5.77,0.04,0.02,0.26,23,8.21,0.87,0.47,0.23,0
16,1.09,0.97,0.14,0.76,17,7.5,0.05,0.38,0.77,0
18,8.93,0.54,0.63,0.68,21,9.94,0.05,0.14,0.22,0
18,4.81,0.25,0.84,0.89,22,5.9,0.38,0.9,0.93,1
20,2.19,0.75,0.5,0.13,0,5.52,0.36,0.12,0.16,0
13,6.05,0.67,0.39,0.63,15,6.9,0.48,0.27,0.52,0
8,4.0,0.32,0.69,0.29,10,8.25,0.63,0.63,0.96,0
18,9.38,0.97,0.61,0.87,21,9.84,0.07,0.08,0.83,0
1,3.01,0.09,0.6,1.0,4,3.03,0.69,0.78,0.42,1
9,4.18,0.26,0.86,0.31,12,7.67,0.94,0.29,0.9,1
13,7.69,0.29,0.1,0.05,17,0.67,0.22,0.59,0.26,0
4,1.37,0.91,0.43,0.87,5,3.98,0.37,0.67,0.5,0
10,5.96,0.01,0.13,0.56,14,5.84,0.63,0.05,0.88,0
4,1.55,0.06,0.33,0.02,7,7.56,0.94,0.44,0.46,0
13,9.31,0.23,0.62,0.89,17,5.24,0.96,0.44,0.06,0
1,7.9,0.32,0.27,0.07,4,2.95,0.39,0.07,0.9,1
3,4.44,0.72,0.96,0.32,5,4.09,0.48,0.51,0.47,0
7,1.45,0.03,0.07,0.44,11,5.44,0.88,0.94,0.46,0
10,7.02,0.7,0.21,0.55,11,0.95,0.02,0.04,0.68,0
4,6.44,0.39,0.12,0.33,7,9.53,0.64,0.6,0.68,1
2,6.94,0.17,0.28,0.28,6,4.31,0.09,0.84,0.03,0
22,5.75,0.74,0.86,0.79,23,0.96,0.61,0.72,0.57,0
13,7.75,0.3,0.02,0.08,17,0.76,0.48,0.36,0.06,0
22,3.88,0.07,0.34,0.28,0,7.59,0.66,0.72,0.88,1
19,1.35,0.06,0.81,0.16,20,1.6,0.79,0.79,0.62,1
14,0.22,0.68,0.04,0.23,16,1.64,0.93,0.51,0.44,0
14,4.71,0.97,0.37,0.95,16,7.45,0.93,0.92,0.64,1
9,1.42,0.48,0.97,0.34,12,9.9,0.74,0.19,0.39,0
6,9.41,0.93,0.51,0.89,8,2.58,0.32,0.16,0.92,0
19,8.1,0.17,0.34,0.87,22,0.76,0.09,0.24,0.39,0
10,8.57,0.24,0.73,0.93,14,2.17,0.35,0.1,0.9,0
3,4.95,0.94,0.7,0.87,5,4.23,0.72,0.62,0.51,0
6,7.27,0.18,0.92,0.08,9,1.22,0.1,0.59,0.94,0
1,5.87,0.21,0.22,0.05,5,6.54,0.06,0.52,0.65,1
17,8.23,0.02,0.02,0.76,21,9.04,0.15,0.56,0.66,0
3,2.7,0.2,0.32,1.0,4,8.09,0.91,0.42,0.98,0
16,3.66,0.54,0.99,0.45,17,6.61,0.82,0.44,0.04,0
1,2.83,0.42,0.27,0.93,3,6.58,0.94,0.53,0.99,0
8,6.92,0.95,0.58,0.69,9,4.74,0.88,0.58,0.81,0
4,9.27,0.64,0.55,0.55,6,0.95,0.46,0.54,0.55,0
12,6.49,0.61,0.11,0.9,14,3.95,0.76,0.38,0.68,0
1,8.36,0.54,0.25,0.34,3,2.81,0.24,0.45,0.82,0
5,1.94,0.26,0.68,0.06,9,6.71,0.07,0.47,0.98,0
2,3.09,0.42,0.37,0.67,5,9.35,0.06,0.69,0.8,1
1,0.48,0.12,0.26,0.01,5,1.8,0.66,0.83,0.34,0
0,9.22,0.52,0.85,0.17,4,8.89,0.59,0.8,0.36,1
6,0.23,0.73,0.53,0.81,10,2.91,0.66,0.71,0.39,1
15,3.27,0.75,0.44,0.52,18,1.34,0.65,0.8,0.6,0
16,9.43,0.95,0.65,0.05,20,4.27,0.97,0.7,0.76,0
14,2.19,0.3,0.01,0.71,17,4.59,0.32,0.34,0.03,0
6,1.99,0.97,0.78,0.86,8,9.99,0.75,0.98,0.47,1
22,6.24,0.42,0.22,0.5,1,5.09,0.23,0.26,0.76,1
21,1.27,0.75,0.84,0.97,22,1.56,0.21,0.17,0.92,0
16,4.72,0.51,0.55,0.42,19,9.66,0.37,0.29,0.02,1
13,8.75,0.17,0.16,0.23,17,3.07,0.08,0.51,0.09,0
14,1.13,0.91,0.82,0.69,17,1.31,0.08,0.36,0.9,0
6,5.92,0.53,0.74,0.56,7,1.45,0.41,0.22,0.21,0
11,7.35,0.53,0.69,0.53,15,6.39,0.76,0.32,0.28,0
9,4.64,0.31,0.69,0.79,12,1.89,0.26,0.67,0.46,0
22,4.45,0.13,0.19,0.44,23,1.08,0.15,0.11,0.35,1
7,2.49,0.68,0.45,0.66,11,9.4,0.27,0.1,0.83,0
17,0.88,0.39,0.19,0.24,21,5.66,0.88,0.97,0.4,0
14,7.59,0.94,0.72,0.5,17,0.42,0.02,0.15,0.81,0
19,5.93,0.52,0.33,0.41,23,0.1,0.68,0.41,0.42,0
14,8.24,0.57,0.19,0.92,16,6.75,0.19,0.64,0.03,0
15,7.16,0.57,0.74,0.94,16,9.47,0.63,0.81,0.5,1
7,5.23,0.88,0.11,0.76,9,4.07,0.13,0.01,0.74,0
21,7.17,0.71,0.26,0.4,23,2.89,0.25,0.32,0.69,0
5,9.36,0.92,0.33,0.37,7,6.5,0.47,0.52,0.52,0
17,7.53,0.89,0.58,0.26,18,2.9,0.01,0.13,0.99,0
7,8.66,0.09,0.3,0.18,11,7.09,0.19,0.5,0.51,1
23,8.67,0.18,0.27,0.16,3,5.54,0.3,0.03,0.74,0
13,4.94,0.53,0.89,0.23,16,4.68,0.84,0.11,0.94,0
10,3.33,0.01,0.91,0.15,11,4.99,0.04,0.17,0.92,0
23,4.67,0.88,0.02,0.39,1,3.12,0.62,0.41,0.99,0
17,3.3,0.04,0.63,0.19,20,7.81,0.87,0.01,0.69,0
4,2.71,0.79,0.59,0.22,7,6.3,0.84,0.0,0.37,0
8,5.81,0.41,0.0,0.75,9,3.85,0.98,0.37,0.11,1
5,2.91,0.22,0.71,0.17,7,7.35,0.37,0.08,0.13,0
5,2.21,0.58,0.68,0.93,6,5.43,0.93,0.84,0.89,0
7,0.41,0.14,0.71,0.78,10,8.09,0.08,0.85,0.05,1
18,2.28,0.14,0.09,0.33,21,4.82,0.64,1.0,0.79,0
21,7.99,0.93,0.86,0.64,22,8.41,0.71,0.62,0.3,0
18,9.44,0.79,0.87,0.49,22,2.45,0.66,0.59,0.66,0
3,2.8,0.92,0.73,0.81,6,6.92,1.0,0.08,0.29,0
9,8.16,0.41,0.66,0.38,11,1.5,0.63,0.63,0.62,1
15,4.36,0.37,0.65,0.67,17,9.73,0.61,0.13,0.99,0
23,3.82,0.41,0.73,0.62,2,0.99,0.76,0.44,0.84,0
19,8.05,0.71,0.1,0.02,22,9.77,0.45,0.32,0.2,0
20,8.07,0.46,0.2,0.4,0,4.28,0.55,0.47,0.55,0
5,7.13,0.95,0.14,0.69,6,5.45,0.34,0.05,0.01,0
12,3.23,0.06,0.32,0.43,15,6.54,0.17,0.8,0.26,0
13,2.94,0.83,0.75,0.54,14,7.08,0.55,0.28,0.47,0
13,6.15,0.46,0.1,0.48,16,5.84,0.17,0.56,0.1,0
11,1.96,0.3,0.21,0.61,13,1.43,0.6,0.51,0.65,0
22,9.1,0.94,0.5,0.69,0,0.48,0.36,0.26,0.61,1
8,3.44,0.81,0.44,0.73,9,8.15,0.08,0.82,0.75,0
11,2.55,0.88,0.75,1.0,12,6.38,0.3,0.87,0.98,1
4,5.95,0.28,0.37,0.94,5,0.91,0.75,0.21,0.83,0
18,9.29,0.58,0.9,0.91,21,1.88,0.51,0.14,0.64,0
14,1.6,0.95,0.91,0.89,17,8.27,0.41,0.22,0.85,0
20,0.28,0.97,0.87,0.97,23,5.34,0.67,0.71,0.07,0
5,0.18,0.72,0.34,0.84,6,7.6,0.35,0.16,0.12,0
9,1.63,0.98,0.96,0.43,13,8.93,0.37,0.9,0.37,0
7,0.53,0.68,0.82,0.81,8,2.06,0.58,0.87,0.08,0
14,8.38,0.76,0.72,0.57,17,8.5,0.26,0.39,0.73,0
19,6.92,0.2,0.68,0.62,21,8.13,0.37,0.47,0.46,1
3,9.21,0.36,0.69,0.75,7,9.02,0.4,0.01,0.21,0
12,4.5,0.08,0.42,0.82,13,4.62,0.39,0.23,0.89,0
20,9.3,0.23,0.28,0.42,0,9.18,0.5,0.32,0.34,0
15,4.47,0.63,0.07,0.74,18,2.27,0.25,0.74,0.06,0
17,4.8,0.77,0.05,0.21,21,7.48,0.33,0.2,0.93,0
3,6.74,0.81,0.66,0.92,7,6.13,0.89,0.63,0.64,0
16,3.85,0.55,0.85,0.38,19,9.66,0.67,0.37,0.45,0
0,8.53,0.88,0.2,0.17,2,2.87,0.54,0.43,0.18,0
20,0.92,0.22,0.39,0.95,22,9.8,0.42,0.23,0.61,0
1,9.04,0.5,0.49,0.16,5,7.89,0.2,0.37,0.45,0
22,4.14,0.69,0.74,0.96,2,6.31,0.42,0.03,0.16,0
21,8.19,0.26,0.91,0.71,23,8.15,0.34,0.45,0.27,0
14,2.75,0.72,0.18,0.1,18,8.01,0.64,0.03,0.6,0
15,9.64,0.24,0.52,0.76,16,4.94,0.01,0.63,0.75,1
15,3.43,0.82,0.65,0.83,16,0.45,0.78,0.09,0.54,1
12,6.91,0.31,0.62,0.95,16,3.67,0.74,0.09,0.04,1
18,8.75,0.53,0.21,0.69,22,7.65,0.93,0.05,0.3,0
2,4.09,0.64,0.68,0.2,6,0.09,0.2,0.28,0.35,1
20,2.94,0.51,0.02,0.56,21,0.11,0.85,0.48,0.26,1
22,3.63,0.71,0.25,0.72,2,0.58,0.3,0.59,0.5,1
19,4.61,0.69,0.34,0.28,21,8.64,0.26,0.27,0.79,0
19,3.45,0.73,0.91,0.2,20,0.67,0.12,0.75,0.32,1
22,7.94,0.45,0.52,0.83,1,3.71,0.64,0.42,0.43,1
16,4.14,0.83,0.62,0.44,17,8.8,0.97,0.24,0.75,1
11,5.53,0.25,0.57,0.63,15,4.5,0.73,0.63,0.06,1
22,2.74,0.12,0.85,0.15,0,1.81,0.73,0.41,0.12,0
7,9.59,0.09,0.8,0.02,10,9.85,0.49,0.62,0.82,1
0,5.07,0.53,0.45,0.13,4,6.69,0.51,0.03,0.98,0
22,8.81,0.23,0.12,0.84,1,4.73,0.64,0.7,0.48,0
18,0.45,0.57,0.46,0.26,22,6.46,0.32,0.81,0.77,0
15,4.09,0.67,0.94,0.36,16,6.52,0.84,0.21,0.39,0
0,8.45,0.69,0.21,0.18,1,0.26,0.89,0.5,0.43,0
1,4.14,0.98,0.2,0.03,2,7.26,0.27,0.13,0.4,0
23,2.78,0.29,0.94,0.33,0,9.73,0.1,0.08,0.43,0
18,0.78,0.07,0.31,0.25,20,3.81,0.55,0.53,0.23,0
8,3.82,0.93,0.48,0.93,12,4.02,0.13,0.21,0.99,1
0,9.01,0.96,0.8,0.29,2,4.35,0.97,0.23,0.66,1
